W/L,winner,method,Round,Date,Fighter,Opponent,f_SLpM,f_SApM,f_TD_pct,f_W_pct,f_KO_pct,f_Sub_pct,f_Finish_pct,f_ctrl,o_SLpM,o_SApM,o_TD_pct,o_W_pct,o_KO_pct,o_Sub_pct,o_Finish_pct,o_ctrl,f_ELO,o_ELO,f_survivor_score,o_survivor_score
win,Nathan Fletcher,SUB,2,2024-09-07,Nathan Fletcher,Zygimantas Ramaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,1000.0,1120.0,1000.0
loss,Matt Schnell,DEC,3,2025-04-26,Jimmy Flick,Matt Schnell,1.941,5.43,0.833,0.4,0.0,1.0,1.0,26.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Nate Maness,DEC,3,2024-06-15,Jimmy Flick,Nate Maness,1.705,5.204,0.8,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1220.0,1000.0
win,Jimmy Flick,SUB,2,2024-01-20,Jimmy Flick,Malcolm Gordon,1.989,5.046,0.75,0.5,0.0,1.0,1.0,0.0,3.067,1.867,2.0,1.0,0.0,0.0,1.0,361.0,1000.0,1000.0,920.0,1000.0
loss,Alessandro Costa,KO/TKO,2,2023-06-17,Jimmy Flick,Alessandro Costa,1.896,3.412,1.0,0.667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1100.0,1000.0
loss,Charles Johnson,KO/TKO,1,2023-01-14,Jimmy Flick,Charles Johnson,1.994,2.296,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.2115930403631,1000.0,1000.0,1000.0
win,Jimmy Flick,SUB,1,2020-12-19,Jimmy Flick,Cody Durden,2.038,1.283,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.08,1030.0,1470.0,1100.0
win,Jimmy Flick,SUB,3,2020-09-01,Jimmy Flick,Nate Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1161.414442586244,1000.0,1710.0,1000.0
loss,Jordan Leavitt,SUB,1,2020-08-04,Luke Flores,Jordan Leavitt,2.109,2.344,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0,1320.0,1000.0
loss,Matt Frevola,SUB,2,2017-08-29,Luke Flores,Matt Frevola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Dustin Jacoby,DEC,3,2020-08-04,Ty Flores,Dustin Jacoby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1030.0,1000.0
loss,Rafael Alves,SUB,2,2020-08-25,Alejandro Flores,Rafael Alves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,930.0,1000.0
loss,Jose Aldo,DEC,5,2011-10-08,Kenny Florian,Jose Aldo,2.528,1.823,1.588,0.6,0.231,0.615,1.0,41.882,3.08,0.8,0.0,1.0,0.0,0.0,1.0,0.0,1000.0,1008.0,1350.0,1010.0
win,Kenny Florian,DEC,3,2011-06-11,Kenny Florian,Diego Nunes,2.5,1.798,1.438,0.6,0.25,0.667,1.0,26.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1172.713453567281,994.5068356001216,1810.0,980.0
loss,Gray Maynard,DEC,3,2010-08-28,Kenny Florian,Gray Maynard,2.675,1.887,1.533,0.8,0.25,0.667,1.0,27.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179.8855999999998,1000.0,1490.0,1000.0
win,Kenny Florian,SUB,3,2010-03-31,Kenny Florian,Takanori Gomi,2.539,1.922,1.571,0.8,0.273,0.636,1.0,22.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.2389903095798,1000.0,1910.0,1000.0
win,Kenny Florian,SUB,2,2009-12-12,Kenny Florian,Clay Guida,2.509,1.932,1.615,0.8,0.3,0.6,1.0,19.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111.7967815275376,1000.0,1100.0,1000.0
loss,BJ Penn,SUB,4,2009-08-08,Kenny Florian,BJ Penn,2.806,1.717,1.75,1.0,0.3,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1130.0,1000.0
win,Kenny Florian,SUB,1,2008-11-15,Kenny Florian,Joe Stevenson,2.745,1.728,1.818,1.0,0.333,0.556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1450.0,1000.0
win,Kenny Florian,DEC,3,2008-08-09,Kenny Florian,Roger Huerta,2.616,1.635,1.5,0.8,0.375,0.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0,900.0,1000.0
win,Kenny Florian,KO/TKO,2,2008-04-02,Kenny Florian,Joe Lauzon,2.427,1.765,1.444,0.8,0.286,0.714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,800.0,1000.0
win,Kenny Florian,SUB,1,2007-09-19,Kenny Florian,Din Thomas,2.174,1.843,1.375,0.8,0.333,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.4775919999997,1000.0,1510.0,1000.0
win,Kenny Florian,KO/TKO,1,2007-07-07,Kenny Florian,Alvin Robinson,2.001,1.882,1.143,0.8,0.2,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149.0222609879092,1000.0,2010.0,1000.0
win,Kenny Florian,SUB,3,2007-04-05,Kenny Florian,Dokonjonosuke Mishima,1.777,2.332,1.167,0.6,0.25,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1350.0,1000.0
loss,Sean Sherk,DEC,5,2006-10-14,Kenny Florian,Sean Sherk,2.848,2.248,1.4,0.8,0.25,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119.6225562344653,1000.0,1200.0,1000.0
win,Kenny Florian,SUB,1,2006-06-24,Kenny Florian,Sam Stout,2.849,2.466,1.5,0.75,0.333,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Kenny Florian,SUB,2,2005-11-05,Kenny Florian,Kit Cope,3.325,2.929,1.0,0.667,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1360.0,1000.0
win,Kenny Florian,KO/TKO,2,2005-08-06,Kenny Florian,Alex Karalexis,0.839,3.986,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,900.0,1000.0
loss,Diego Sanchez,KO/TKO,1,2005-04-09,Kenny Florian,Diego Sanchez,1.026,2.564,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Kenny Florian,SUB,1,2004-02-21,Kenny Florian,Bobby McAndrews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Darrius Flowers,KO/TKO,2,2026-04-04,Darrius Flowers,Lando Vannata,3.072,5.49,0.5,0.25,0.0,1.0,1.0,32.25,4.784,5.902,0.5,0.0,0.0,0.0,1.0,0.0,992.0,1008.0,880.0,1020.0
loss,Evan Elder,SUB,2,2024-07-13,Darrius Flowers,Evan Elder,2.937,5.161,0.333,0.333,0.0,1.0,1.0,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111.2489772980528,1000.0,1300.0,1000.0
loss,Michael Johnson,DEC,3,2024-02-10,Darrius Flowers,Michael Johnson,4.189,7.019,0.5,0.5,0.0,1.0,1.0,4.0,4.582,2.853,0.333,1.0,0.333,0.0,1.0,3.667,1205.9510234399997,1000.0,1610.0,1000.0
loss,Jake Matthews,SUB,2,2023-07-29,Darrius Flowers,Jake Matthews,0.822,1.644,0.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Darrius Flowers,SUB,1,2022-08-23,Darrius Flowers,Amiran Gogoladze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Cody Floyd,KO/TKO,3,2010-04-17,Cody Floyd,Thomas Campbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1020.0,1000.0
loss,Sam Stout,DEC,3,2013-02-23,Caros Fodor,Sam Stout,0.528,0.577,0.167,0.8,0.4,0.2,1.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,1.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Pat Healy,SUB,3,2012-03-03,Caros Fodor,Pat Healy,0.0,0.0,0.0,1.0,0.4,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0,1370.0,1000.0
win,Caros Fodor,KO/TKO,1,2011-12-17,Caros Fodor,Justin Wilcox,0.0,0.0,0.0,1.0,0.25,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0,880.0,1000.0
win,Caros Fodor,DEC,3,2011-06-24,Caros Fodor,James Terry,0.0,0.0,0.0,1.0,0.333,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1000.0,1040.0,1000.0
win,Caros Fodor,KO/TKO,3,2011-04-01,Caros Fodor,David Douglas,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1100.0,1000.0
win,Caros Fodor,SUB,1,2010-11-19,Caros Fodor,Derek Getzel,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0,1120.0,1000.0
win,Caros Fodor,DEC,3,2010-07-23,Caros Fodor,Thomas Diagne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119.0364057089164,1000.0,1310.0,1000.0
loss,Alexander Crispim,DEC,3,2009-12-19,AJ Fonseca,Alexander Crispim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1100.0,1000.0
loss,Ryan Jensen,SUB,1,2010-05-29,Jesse Forbes,Ryan Jensen,2.08,4.119,0.667,0.0,0.0,0.0,1.0,32.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1000.0,1390.0,1000.0
loss,Nick Catone,DEC,3,2010-01-11,Jesse Forbes,Nick Catone,1.993,7.417,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0,1200.0,1000.0
loss,Bryan Baker,KO/TKO,1,2007-09-05,Jesse Forbes,Bryan Baker,1.882,6.899,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Matt Hamill,KO/TKO,1,2006-06-24,Jesse Forbes,Matt Hamill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1024.0,1200.0,1110.0
loss,Milton Vieira,SUB,1,2011-08-12,Sterling Ford,Milton Vieira,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1000.0,980.0,1000.0
win,Sterling Ford,DEC,3,2011-07-22,Sterling Ford,Brian McLaughlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1000.0,1140.0,1000.0
loss,Danny Barlow,KO/TKO,1,2023-09-26,Raheam Forest,Danny Barlow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.3675950807997,1000.0,1640.0,1000.0
loss,Alex Perez,KO/TKO,1,2020-06-06,Jussier Formiga,Alex Perez,1.382,2.127,1.562,0.6,0.0,0.3,1.0,48.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.3689541085405,1000.0,1340.0,1000.0
loss,Brandon Moreno,DEC,3,2020-03-14,Jussier Formiga,Brandon Moreno,1.414,2.121,1.6,0.8,0.0,0.3,1.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,987.408008,860.0,880.0
loss,Joseph Benavidez,KO/TKO,2,2019-06-29,Jussier Formiga,Joseph Benavidez,1.407,1.946,1.643,1.0,0.0,0.3,1.0,35.143,3.405,1.104,0.0,1.0,0.5,0.5,1.0,0.0,1032.0,1000.0,1300.0,1000.0
win,Jussier Formiga,DEC,3,2019-03-23,Jussier Formiga,Deiveson Figueiredo,1.335,2.167,1.417,0.8,0.0,0.375,1.0,7.667,2.248,1.616,1.75,1.0,0.75,0.0,1.0,45.0,1000.0,1000.0,1000.0,1000.0
win,Jussier Formiga,DEC,3,2018-10-06,Jussier Formiga,Sergio Pettis,1.352,2.188,1.364,0.6,0.0,0.429,1.0,8.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1010.0,1000.0
win,Jussier Formiga,SUB,3,2018-02-10,Jussier Formiga,Ben Nguyen,1.251,2.23,1.3,0.6,0.0,0.333,1.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,1000.0,1490.0,1000.0
win,Jussier Formiga,SUB,1,2017-09-22,Jussier Formiga,Yuta Sasaki,1.219,2.174,1.333,0.6,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1300.0,1000.0
loss,Ray Borg,DEC,3,2017-03-11,Jussier Formiga,Ray Borg,1.09,2.136,1.5,0.8,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,1136.2847808961383,1160.0,1440.0
win,Jussier Formiga,DEC,3,2016-09-24,Jussier Formiga,Dustin Ortiz,1.2,2.387,1.571,0.6,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1193.2847808961383,998.0,1540.0,1260.0
loss,Henry Cejudo,DEC,3,2015-11-21,Jussier Formiga,Henry Cejudo,1.085,2.269,1.833,0.8,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,960.0,1000.0
win,Jussier Formiga,DEC,3,2015-05-30,Jussier Formiga,Wilson Reis,0.982,2.401,1.4,0.6,0.0,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1235.7933267364556,1000.0,1660.0,1000.0
win,Jussier Formiga,DEC,3,2014-08-16,Jussier Formiga,Zach Makovsky,1.103,2.758,1.25,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.954715558868,1026.0,1640.0,1030.0
win,Jussier Formiga,SUB,1,2014-03-23,Jussier Formiga,Scott Jorgensen,0.903,2.852,1.333,0.333,0.0,0.0,1.0,0.0,3.996,5.091,1.0,0.0,0.0,0.0,1.0,0.0,1016.0,1000.0,1400.0,1000.0
loss,Joseph Benavidez,KO/TKO,1,2013-09-04,Jussier Formiga,Joseph Benavidez,0.773,2.4,2.0,0.5,0.0,0.0,1.0,0.0,2.194,0.774,0.0,1.0,0.0,1.0,1.0,0.0,1159.4538192570628,1008.0,2110.0,1100.0
win,Jussier Formiga,DEC,3,2013-05-18,Jussier Formiga,Chris Cariaso,0.939,3.443,0.0,0.0,0.0,0.0,1.0,0.0,3.567,1.331,2.667,1.0,0.0,0.333,1.0,0.0,984.3300653372703,1000.0,1360.0,1000.0
loss,John Dodson,KO/TKO,2,2012-10-05,Jussier Formiga,John Dodson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1110.0,1000.0
win,Carol Foro,DEC,3,2025-09-09,Carol Foro,Shanelle Dyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Francisco Trevino,DEC,3,2014-03-15,Renee Forte,Francisco Trevino,2.65,1.623,0.667,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,1020.1944,1590.0,980.0
loss,John Makdessi,KO/TKO,1,2013-09-21,Renee Forte,John Makdessi,2.592,1.03,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1060.0,1000.0
win,Renee Forte,DEC,3,2013-02-16,Renee Forte,Terry Etim,1.975,1.215,0.0,0.0,0.0,0.0,1.0,0.0,17.647,0.0,0.0,1.0,0.0,1.0,1.0,8.0,1000.0,1000.0,1460.0,1000.0
loss,Sergio Moraes,SUB,3,2012-10-13,Renee Forte,Sergio Moraes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.0555866050572,1000.0,2120.0,1000.0
win,Tyrell Fortune,DEC,3,2026-03-28,Tyrell Fortune,Marcin Tybura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1000.0,1410.0,1000.0
loss,Drew McFedries,KO/TKO,1,2009-05-23,Xavier Foupa-Pokam,Drew McFedries,1.533,2.067,0.0,0.0,0.0,0.0,1.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.1944,1000.0,1690.0,1000.0
loss,Denis Kang,DEC,3,2009-04-18,Xavier Foupa-Pokam,Denis Kang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1038.6668300891208,1470.0,1050.0
loss,Manny Tapia,KO/TKO,2,2007-05-12,Brandon Foxworth,Manny Tapia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1194.2878854697472,1000.0,1510.0,1000.0
loss,Tyson Griffin,KO/TKO,2,2009-09-19,Hermes Franca,Tyson Griffin,1.807,2.566,1.455,0.6,0.286,0.429,1.0,112.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252.2988596080074,1000.0,1680.0,1000.0
win,Hermes Franca,DEC,3,2008-10-25,Hermes Franca,Marcus Aurelio,1.561,2.554,1.6,0.6,0.333,0.5,1.0,123.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.6877334868648,1000.0,1610.0,1000.0
loss,Frankie Edgar,DEC,3,2008-07-19,Hermes Franca,Frankie Edgar,1.607,2.296,1.778,0.8,0.333,0.5,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,1000.0,1510.0,1000.0
loss,Sean Sherk,DEC,5,2007-07-07,Hermes Franca,Sean Sherk,1.971,2.535,2.0,0.8,0.333,0.5,1.0,63.0,2.4,0.92,8.0,1.0,0.0,0.0,1.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Hermes Franca,KO/TKO,2,2007-01-25,Hermes Franca,Spencer Fisher,1.886,2.523,2.0,0.6,0.2,0.6,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,1016.6668300891208,1490.0,920.0
win,Hermes Franca,SUB,2,2006-10-12,Hermes Franca,Nate Diaz,1.791,2.076,2.333,0.6,0.25,0.5,1.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Hermes Franca,SUB,3,2006-08-26,Hermes Franca,Jamie Varner,1.825,2.234,2.6,0.6,0.333,0.333,1.0,100.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976.0,1000.0,760.0,1000.0
win,Hermes Franca,SUB,3,2006-07-08,Hermes Franca,Joe Jordan,1.327,2.312,2.5,0.5,0.5,0.0,1.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Yves Edwards,DEC,3,2004-04-02,Hermes Franca,Yves Edwards,1.642,2.674,2.0,0.667,0.5,0.0,1.0,43.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Josh Thomson,DEC,3,2004-01-31,Hermes Franca,Josh Thomson,1.757,2.679,2.0,1.0,0.5,0.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,1000.0,1180.0,1000.0
win,Hermes Franca,KO/TKO,2,2003-09-26,Hermes Franca,Caol Uno,1.8,1.933,2.0,1.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0,920.0,1000.0
win,Hermes Franca,DEC,3,2003-04-25,Hermes Franca,Richard Crunkilton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,1000.0,1610.0,1000.0
loss,Moreira Gregor Gillespie,DEC,3,2016-09-24,Glaico Franca,Moreira Gregor Gillespie,2.083,3.83,4.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Moreira James Vick,DEC,3,2016-04-23,Glaico Franca,Moreira James Vick,1.558,1.354,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,986.52656856,1790.0,1100.0
win,Glaico Franca,SUB,3,2015-08-01,Glaico Franca,Moreira Fernando Bruno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043.3331699108792,1012.6481413440805,1500.0,1010.0
win,Francisco France,SUB,1,2010-05-15,Francisco France,Lee Brousseau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065.3331699108792,1013.6001519828823,1510.0,1100.0
loss,Cung Le,KO/TKO,1,2012-11-10,Rich Franklin,Cung Le,4.055,2.043,0.714,0.6,0.571,0.238,1.0,5.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1234.637939435447,984.0,1660.0,870.0
win,Rich Franklin,DEC,5,2012-06-23,Rich Franklin,Wanderlei Silva,3.953,2.009,0.704,0.4,0.6,0.25,1.0,5.778,1.474,1.934,1.333,0.0,0.0,0.0,1.0,0.0,1008.0,1000.0,1030.0,1000.0
loss,Forrest Griffin,DEC,3,2011-02-05,Rich Franklin,Forrest Griffin,4.093,1.903,0.692,0.6,0.6,0.25,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Rich Franklin,KO/TKO,1,2010-06-12,Rich Franklin,Chuck Liddell,4.072,1.861,0.72,0.6,0.579,0.263,1.0,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0,1160.0,1000.0
loss,Vitor Belfort,KO/TKO,1,2009-09-19,Rich Franklin,Vitor Belfort,4.118,1.843,0.75,0.6,0.579,0.263,1.0,6.333,12.558,0.0,0.0,1.0,1.0,0.0,1.0,0.0,984.0,1000.0,1020.0,1000.0
win,Rich Franklin,DEC,3,2009-06-13,Rich Franklin,Wanderlei Silva,4.178,1.78,0.739,0.6,0.611,0.278,1.0,6.609,0.914,1.125,1.5,0.0,0.0,0.0,1.0,0.0,1000.0,1000.0,1060.0,1000.0
